client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695144.mp3	S judem začínala v rodném Kjóto.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695145.mp3	Průtok se vyznačuje prudkými výkyvy a prudce roste v létě v období dešťů.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695148.mp3	Dělí ji pouze přidané pásy jednotlivých pater.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695233.mp3	Nesmíme jim ztěžovat použití dřeva, které je výborným přírodním materiálem.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695235.mp3	Počet přeživších pacientů závisí na kmenu viru a na fyzické kondici pacienta.	2	1				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695236.mp3	To je bezpochyby pravda.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695238.mp3	Poté se i v samotném Mexiku situace poněkud uklidnila a film začal být přijímán.	2	1				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695239.mp3	Jako jeden z nejvýznamnějších paláců města Košice sloužil jako dočasný příbytek pro významné hosty.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695407.mp3	Nejoblíbenější nápoj v Lucembursku je víno.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695408.mp3	Jenže jakého řešení?	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695410.mp3	Od mládí aktivně pracoval v dělnickém hnutí.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695411.mp3	Paní předsedající, doposud nikdy nedošlo k podobnému selhání finančních trhů.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25695412.mp3	Je členem Asociace profesionálních divadel České republiky a pokladníkem organizace Opera Europa.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946327.mp3	Rozhodnutí přijmeme již brzo.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946331.mp3	V současné době vede na Korsice přes dva tisíce horolezeckých cest.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946346.mp3	Věnoval se převážně reklamní fotografii.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946352.mp3	Ve svých dílech popisuje především lidi na okraji společnosti.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946353.mp3	Jak to s takovým přístupem.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946354.mp3	Posléze se věnovala výtvarnému umění.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946355.mp3	Výsledné profily mají vynikající kvalitu povrchu.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946356.mp3	Podle svědectví současníků vlastnil neobyčejně rozsáhlou hudební knihovnu.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946369.mp3	Je určená k vaření a pečení.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946370.mp3	Dědeček byl varhaníkem a učitelem sborového zpěvu.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946371.mp3	Tím bude systém ochrany základních práv Evropské unie dokončen.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946372.mp3	Na tuto rovnováhu musíme pozorně dohlédnout.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946373.mp3	Žádám proto, abychom ji přesunuli na červnové plenární zasedání.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946394.mp3	Žádné výsledky nebyly započítány.	2	1				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946395.mp3	Může také přímo souviset s výrazem pro úder.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946396.mp3	To je poselství, které chceme dát prostřednictvím stockholmského programu najevo.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946397.mp3	První tři ročníky vyhráli místní.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946398.mp3	Od této doby též začaly tramvajovou dopravu doplňovat i autobusy.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946414.mp3	Pak studoval gymnaziální obory u soukromých učitelů.	2	1				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946415.mp3	Dlužíme jim obnovu rovnováhy.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946416.mp3	V okolním moři se nacházejí zásoby ropy.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946418.mp3	Široce se využívá na zavlažování.	3	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946420.mp3	Střecha byla pokryta měděným plechem.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946452.mp3	Ke korunovaci došlo jen o šest dní později v katedrále Panny Marie v Cáchách.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946453.mp3	Obyvatelstvo provincie poměrně rozmanité.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946454.mp3	Pro toho druhého to byl pouze čestný úřad.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946455.mp3	Na závěr pětiletého cyklu byla vydána publikace se souborem fotografií vítězů jednotlivých ročníků.	2	1				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946456.mp3	Největšího přirozeného přírůstku dosahuje Afrika a některé státy jihozápadní Asie.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946477.mp3	První roky fungovala tato společnost neformálně a bez stanov.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946478.mp3	Dvakrát se neúspěšně pokoušel o přijetí na Akademii výtvarných umění v Praze.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946479.mp3	Na jedné straně je třeba se vypořádat se stárnutím obyvatelstva.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946480.mp3	Rozhodne se tedy spáchat sebevraždu.	2	1				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946481.mp3	Oldřich postupně odkoupil podíly svých bratrů kromě Vilémova.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946502.mp3	Evropa teď musí přejít k činům.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946503.mp3	Pro hledání odměny je důležité propojení kontextu s odměnou.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946504.mp3	Ve vystoupeních na sněmu se zaměřoval na agrární otázky.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946505.mp3	Každé číslo je zaměřené na jedno hlavní téma.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946506.mp3	Nemohu vůbec pochopit, proč se ti všude vynadává.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946522.mp3	Postranní čára není patrná.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946523.mp3	Deset dní po jeho porodu mu zemřela matka.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946524.mp3	Má skupina tuto taktiku odmítá.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946525.mp3	Porazili jsme i Angličany, Francouze, Italy a Skoty.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946526.mp3	V rámci možností musí kladně přispět k jeho vyřešení.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946547.mp3	Měli bychom jim nyní snad říci, že byli klamáni?	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946548.mp3	Kritériem pro uvedení překladatele v seznamu je jeho významnost podle hledisek Wikipedie.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946549.mp3	O údržbě či udržitelném lesním hospodaření nemůže být řeč.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946550.mp3	Bylo protektorátem a protektorátem zůstane.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946551.mp3	Teritoria vytváří především v křovinaté středomořské krajině.	2	1				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946565.mp3	Mládě zůstává s matkou nejméně rok.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946566.mp3	Nevýhodou vložení assembleru je obvykle ztráta nezávislosti kódu na platformě.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946567.mp3	Členským státům mají být stanoveny velmi ambiciózní cíle.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946568.mp3	Itálie tak získala předpolí pro plánovaný útok na Řecko a Jugoslávii.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946569.mp3	Štěpán se tedy rozhodne veřejně promluvit před celou obcí.	2	0				cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946864.mp3	Palisty mohou být velké a dosti vytrvalé nebo drobné a opadavé.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946865.mp3	Klubové barvy jsou hnědá a růžová.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946866.mp3	Nachází se na severu Bystřice.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946867.mp3	Divadlo bylo následně uzavřeno.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946868.mp3	Dřeva zde bylo vždy dost.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946878.mp3	Téměř tři staletí byl Lully znám spíše kvůli neobvyklým okolnostem své smrti.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946879.mp3	Jako sólo umělec vydala dvě alba a jedno kompilační album.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946880.mp3	Lázně rovněž fungují dodnes.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946881.mp3	Stal se členem královské české společnosti nauk.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946884.mp3	Vnitřního Tibetu.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946885.mp3	Jediná politická možnost, která je neodsoudila, byla zakázána.	2	1	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946886.mp3	Děkuji Vám za příležitost vyjádřit se.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946887.mp3	Na obrazovku uvedla také několik nových pořadů jako autorka námětu.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946888.mp3	Tento návrh je krokem ke sjednocení daní ze zisku.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946892.mp3	Proto první výzkum flow se uskutečnil právě s umělci.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946893.mp3	V Jihlavě vstřelil během hostování svou první ligovou branku v kariéře.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946894.mp3	Odstranění napadených částí.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946895.mp3	Co je třeba udělat?	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946896.mp3	Pobřeží zálivu je značně členité.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946902.mp3	Každá kampaň je jedinečná a kampaně mezi sebou nejsou propojeny.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946903.mp3	Projevuje se také jeho hudební talent a skládá hudbu k představením.	2	0	fourties	male		cs	
